Row ID,Customer ID,Customer Name,Segment,Country,City,State,Sales
38,BK-11260,Berenike Kampe,Consumer,Myanmar,Magway City,Magway,39.96
39,BK-11260,Berenike Kampe,Consumer,Myanmar,Magway City,Magway,21.36
40,AG-10390,Allen Goldenen,Consumer,Myanmar,Magway City,Magway,14.4
41,SG-20605,Speros Goranitis,Consumer,Myanmar,Pyinoolwin,Mandalay,783.96
42,SG-20605,Speros Goranitis,Consumer,Myanmar,Magway City,Magway,48.896
43,SG-20605,Speros Goranitis,Consumer,Myanmar,Magway City,Magway,7.856
44,MS-17710,Maurice Satty,Consumer,Myanmar,Kanbalu,Sagaing,79.36
45,MS-17710,Maurice Satty,Consumer,Myanmar,Kanbalu,Sagaing,5.47
46,BS-11365,Bill Shonely,Corporate,Myanmar,Pyay,Bago,12.18
47,BS-11365,Bill Shonely,Corporate,Myanmar,Yangon,Yangon,57.68
48,PM-18940,Paul MacIntyre,Consumer,Myanmar,Monywa,Sagaing,46.8
49,BT-11440,Bobby Trafton,Consumer,Myanmar,Pyay,Bago,353.568
50,BT-11440,Bobby Trafton,Consumer,Myanmar,Magway City,Magway,56.96
51,BT-11440,Bobby Trafton,Consumer,Myanmar,Magway City,Magway,15.56
52,BT-11440,Bobby Trafton,Consumer,Myanmar,Magway City,Magway,13.96
53,CC-12220,Chris Cortes,Consumer,Myanmar,Pyinoolwin,Mandalay,589.41
54,JD-16015,Joy Daniels,Consumer,Myanmar,Yangon,Yangon,29.24
55,NM-18445,Nathan Mautz,Home Office,Myanmar,Myeik,Tanintharyi,3991.98
56,NM-18445,Nathan Mautz,Home Office,Myanmar,Pyay,Bago,360
57,NM-18445,Nathan Mautz,Home Office,Myanmar,Pyay,Bago,275.94
58,NM-18445,Nathan Mautz,Home Office,Myanmar,Taungoo,Bago,135.882
59,SZ-20035,Sam Zeldin,Home Office,Myanmar,Magway City,Magway,52.064
60,NM-18445,Nathan Mautz,Home Office,Myanmar,Magway City,Magway,43.57
61,CP-12085,Cathy Prescott,Corporate,Myanmar,Taungoo,Bago,129.98
62,AB-10150,Aimee Bixby,Consumer,Myanmar,Pakokku,Magway,479.97
63,AB-10150,Aimee Bixby,Consumer,Myanmar,Pakokku,Magway,97.82
64,AB-10150,Aimee Bixby,Consumer,Myanmar,Pakokku,Magway,59.52
65,AB-10150,Aimee Bixby,Consumer,Myanmar,Pakokku,Magway,49.632
66,AB-10150,Aimee Bixby,Consumer,Myanmar,Pakokku,Magway,18.62
67,TH-21550,Tracy Hopkins,Home Office,Myanmar,Magway City,Magway,55.48
68,SP-20650,Stephanie Phelps,Corporate,Myanmar,Taungoo,Bago,135.99
69,SP-20650,Stephanie Phelps,Corporate,Myanmar,Magway City,Magway,15.96
70,SC-20260,Scott Cohen,Corporate,Myanmar,Yangon,Yangon,33.9
71,SC-20260,Scott Cohen,Corporate,Myanmar,Yangon,Yangon,653.55
72,GT-14635,Grant Thornton,Corporate,Myanmar,Chauk,Magway,991.764
73,GT-14635,Grant Thornton,Corporate,Myanmar,Chauk,Magway,149.544
74,SV-20785,Stewart Visinsky,Consumer,Myanmar,Thanlyin,Yangon,62.016
75,GT-14635,Grant Thornton,Corporate,Myanmar,Chauk,Magway,17.14
76,SV-20785,Stewart Visinsky,Consumer,Myanmar,Thanlyin,Yangon,1.365
77,BM-11785,Bryan Mills,Consumer,Myanmar,Myingyan,Magway,13.36
78,EP-13915,Emily Phan,Consumer,Myanmar,Pyinoolwin,Mandalay,559.992
79,TB-21625,Trudy Brown,Consumer,Myanmar,Taungoo,Bago,199.98
80,VP-21760,Victoria Pisteka,Corporate,Myanmar,Mandalay City,Mandalay,386.34
81,CS-12250,Chris Selesnick,Corporate,Myanmar,Magway City,Magway,64.96
82,AB-10015,Aaron Bergman,Consumer,Myanmar,Pyay,Bago,17.94
83,CM-12715,Craig Molinari,Corporate,Myanmar,Yangon,Yangon,20.65
84,AB-10015,Aaron Bergman,Consumer,Myanmar,Yangon,Yangon,48.712
85,CM-12715,Craig Molinari,Corporate,Myanmar,Yangon,Yangon,204.9
86,AB-10015,Aaron Bergman,Consumer,Myanmar,Yangon,Yangon,242.94
87,CM-12715,Craig Molinari,Corporate,Myanmar,Yangon,Yangon,436.704
88,CM-12715,Craig Molinari,Corporate,Myanmar,Yangon,Yangon,481.568
89,DK-13375,Dennis Kane,Consumer,Myanmar,Pyay,Bago,377.97
90,BP-11095,Bart Pistole,Corporate,Myanmar,Magway City,Magway,30.18
91,BP-11095,Bart Pistole,Corporate,Myanmar,Magway City,Magway,5.92
92,AS-10630,Ann Steele,Home Office,Myanmar,Yangon,Yangon,269.36
93,RD-19480,Rick Duston,Consumer,Myanmar,Chauk,Magway,1676.88
94,RD-19480,Rick Duston,Consumer,Myanmar,Chauk,Magway,68.48
95,CS-11950,Carlos Soltero,Consumer,Myanmar,Yangon,Yangon,585.552
96,MH-18025,Michelle Huthwaite,Consumer,Myanmar,Aunglan,Magway,63.882
97,VG-21790,Vivek Gonzalez,Consumer,Myanmar,Thanlyin,Yangon,155.456
98,PP-18955,Paul Prost,Home Office,Myanmar,Taungoo,Bago,172.764
99,SP-20620,Stefania Perrino,Corporate,Myanmar,Chauk,Magway,16.78
100,PP-18955,Paul Prost,Home Office,Myanmar,Magway City,Magway,3.52
101,DN-13690,Duane Noonan,Consumer,Myanmar,Taungoo,Bago,123.92
102,MG-17650,Matthew Grinstein,Home Office,Myanmar,Yangon,Yangon,219.168
103,MG-17650,Matthew Grinstein,Home Office,Myanmar,Yangon,Yangon,1091.168
104,JH-15985,Joseph Holt,Consumer,Myanmar,Bago,Yangon,2060.744
105,MS-17365,Maribeth Schnelling,Consumer,Myanmar,Kanbalu,Sagaing,103.6
106,BF-11215,Benjamin Farhat,Home Office,Myanmar,Magway City,Magway,56.52
107,HK-14890,Heather Kirkland,Corporate,Myanmar,Kanbalu,Sagaing,491.55
108,SM-20005,Sally Matthias,Consumer,Myanmar,Pathein,Ayeyarwady,106.344
109,SM-20005,Sally Matthias,Consumer,Myanmar,Magway City,Magway,11.36
110,SV-20365,Seth Vernon,Consumer,Myanmar,Labutta,Ayeyarwady,9.94
111,KA-16525,Kelly Andreada,Consumer,Myanmar,Pathein,Ayeyarwady,108.92
112,JK-15370,Jay Kimmel,Consumer,Myanmar,Hlegu,Yangon,383.976
113,JK-15370,Jay Kimmel,Consumer,Myanmar,Hlegu,Yangon,335.944
114,JK-15370,Jay Kimmel,Consumer,Myanmar,Hlegu,Yangon,10.368
115,JK-15370,Jay Kimmel,Consumer,Myanmar,Hlegu,Yangon,6.912
116,MH-17455,Mark Hamilton,Consumer,Myanmar,Magway City,Magway,49.12
117,MH-17455,Mark Hamilton,Consumer,Myanmar,Magway City,Magway,18.28
118,GM-14680,Greg Matthias,Consumer,Myanmar,Pyay,Bago,12.35
119,KL-16645,Ken Lonsdale,Consumer,Myanmar,Pyay,Bago,375.34
120,GM-14680,Greg Matthias,Consumer,Myanmar,Yangon,Yangon,22.96
121,GM-14680,Greg Matthias,Consumer,Myanmar,Yangon,Yangon,40.97
122,Dp-13240,Dean percer,Home Office,Myanmar,Yangon,Yangon,63.47
123,Dp-13240,Dean percer,Home Office,Myanmar,Yangon,Yangon,345
124,MZ-17515,Mary Zewe,Corporate,Myanmar,Yangon,Yangon,22.98
125,MZ-17515,Mary Zewe,Corporate,Myanmar,Yangon,Yangon,102.13
126,MZ-17515,Mary Zewe,Corporate,Myanmar,Bago,Yangon,2033.584
127,CL-12565,Clay Ludtke,Consumer,Myanmar,Pyay,Bago,11.264
128,CL-12565,Clay Ludtke,Consumer,Myanmar,Yangon,Yangon,123.136
129,DH-13675,Duane Huffman,Home Office,Myanmar,Hlegu,Yangon,211.248
130,DH-13675,Duane Huffman,Home Office,Myanmar,Hlegu,Yangon,158.928
131,DH-13675,Duane Huffman,Home Office,Myanmar,Hlegu,Yangon,47.96
132,DH-13675,Duane Huffman,Home Office,Myanmar,Hlegu,Yangon,31.104
133,DH-13675,Duane Huffman,Home Office,Myanmar,Hlegu,Yangon,5.552
134,DH-13675,Duane Huffman,Home Office,Myanmar,Hlegu,Yangon,2.952
135,LW-17215,Luke Weiss,Consumer,Myanmar,Myeik,Tanintharyi,3785.292
136,PB-19150,Philip Brown,Consumer,Myanmar,Hlegu,Yangon,23.472
137,DB-13120,David Bremer,Corporate,Myanmar,Kawhmu,Yangon,172.704
138,DB-13120,David Bremer,Corporate,Myanmar,Kawhmu,Yangon,63.552
139,DB-13120,David Bremer,Corporate,Myanmar,Kawhmu,Yangon,41.376
140,AJ-10945,Ashley Jarboe,Consumer,Myanmar,Kanbalu,Sagaing,403.68
141,AJ-10945,Ashley Jarboe,Consumer,Myanmar,Kanbalu,Sagaing,299.98
142,AJ-10945,Ashley Jarboe,Consumer,Myanmar,Kanbalu,Sagaing,41.9
143,AJ-10945,Ashley Jarboe,Consumer,Myanmar,Kanbalu,Sagaing,28.91
144,VD-21670,Valerie Dominguez,Consumer,Myanmar,Myeik,Tanintharyi,1399.93
145,VD-21670,Valerie Dominguez,Consumer,Myanmar,Pyinoolwin,Mandalay,503.96
146,JH-16180,Justin Hirsh,Consumer,Myanmar,Pyay,Bago,327.564
147,VD-21670,Valerie Dominguez,Consumer,Myanmar,Pyay,Bago,259.7
148,JF-15490,Jeremy Farry,Consumer,Myanmar,Taungoo,Bago,205.164
149,VD-21670,Valerie Dominguez,Consumer,Myanmar,Magway City,Magway,42.95
150,VD-21670,Valerie Dominguez,Consumer,Myanmar,Magway City,Magway,13.52
151,QJ-19255,Quincy Jones,Corporate,Myanmar,Magway City,Magway,4.95
152,BT-11305,Beth Thompson,Home Office,Myanmar,Pyay,Bago,13.9
153,TW-21025,Tamara Willingham,Home Office,Myanmar,Yangon,Yangon,32.4
154,LC-17140,Logan Currie,Consumer,Myanmar,Yangon,Yangon,55.424
155,TW-21025,Tamara Willingham,Home Office,Myanmar,Yangon,Yangon,114.2
156,TW-21025,Tamara Willingham,Home Office,Myanmar,Yangon,Yangon,146.73
157,MA-17560,Matt Abelman,Home Office,Myanmar,Monywa,Sagaing,19.44
158,MA-17560,Matt Abelman,Home Office,Myanmar,Monywa,Sagaing,18.54
159,TW-21025,Tamara Willingham,Home Office,Myanmar,Yangon,Yangon,1913.4
160,TW-21025,Tamara Willingham,Home Office,Myanmar,Yangon,Yangon,2003.92
161,MA-17560,Matt Abelman,Home Office,Myanmar,Monywa,Sagaing,3.64
162,CB-12535,Claudia Bergmann,Corporate,Myanmar,Pathein,Ayeyarwady,85.52
163,CB-12535,Claudia Bergmann,Corporate,Myanmar,Pathein,Ayeyarwady,20.04
164,CB-12535,Claudia Bergmann,Corporate,Myanmar,Pathein,Ayeyarwady,9.84
165,PA-19060,Pete Armstrong,Home Office,Myanmar,Myingyan,Mandalay,101.88
166,PA-19060,Pete Armstrong,Home Office,Myanmar,Myingyan,Mandalay,10.16
167,DK-13090,Dave Kipp,Consumer,Myanmar,Yangon,Yangon,787.53
168,SR-20740,Steven Roelle,Home Office,Myanmar,Magway City,Magway,19.44
169,Co-12640,Corey-Lock,Consumer,Myanmar,Pyay,Bago,6.368
170,Co-12640,Corey-Lock,Consumer,Myanmar,Yangon,Yangon,558.4
171,ED-13885,Emily Ducich,Home Office,Myanmar,Myeik,Tanintharyi,2621.322
172,KC-16540,Kelly Collister,Consumer,Myanmar,Yangon,Yangon,447.93
173,JB-15400,Jennifer Braxton,Corporate,Myanmar,Taungoo,Bago,120.33
174,FH-14365,Fred Hopkins,Corporate,Myanmar,Chauk,Magway,1448.82
175,BS-11380,Bill Stewart,Corporate,Myanmar,Pyinoolwin,Mandalay,590.352
176,MP-17470,Mark Packer,Home Office,Myanmar,Magway City,Magway,10.752
177,NF-18595,Nicole Fjeld,Home Office,Myanmar,Pathein,Ayeyarwady,108.4
178,NF-18595,Nicole Fjeld,Home Office,Myanmar,Pathein,Ayeyarwady,82.344
179,NF-18595,Nicole Fjeld,Home Office,Myanmar,Magway City,Magway,11.16
180,NF-18595,Nicole Fjeld,Home Office,Myanmar,Magway City,Magway,9.088
181,SV-20815,Stuart Van,Corporate,Myanmar,Mandalay City,Mandalay,125.93
182,AS-10225,Alan Schoenberger,Corporate,Myanmar,Magway City,Magway,26.8
183,LL-16840,Lauren Leatherbury,Consumer,Myanmar,Pyay,Bago,7.38
184,LL-16840,Lauren Leatherbury,Consumer,Myanmar,Pyay,Bago,9.26
185,TC-21535,Tracy Collins,Home Office,Myanmar,Magway City,Magway,35.28
186,TC-21535,Tracy Collins,Home Office,Myanmar,Magway City,Magway,30.44
187,AD-10180,Alan Dominguez,Home Office,Myanmar,Magway City,Magway,15.48
188,MS-17365,Maribeth Schnelling,Consumer,Myanmar,Myeik,Tanintharyi,1799.75
189,MS-17365,Maribeth Schnelling,Consumer,Myanmar,Pyay,Bago,384.174
190,MS-17365,Maribeth Schnelling,Consumer,Myanmar,Magway City,Magway,17.94
191,SR-20740,Steven Roelle,Home Office,Myanmar,Yangon,Yangon,61.584
192,BG-11695,Brooke Gillingham,Corporate,Myanmar,Magway City,Magway,59.52
193,BG-11695,Brooke Gillingham,Corporate,Myanmar,Magway City,Magway,17.48
194,BG-11695,Brooke Gillingham,Corporate,Myanmar,Magway City,Magway,13.168
195,LF-17185,Luke Foster,Consumer,Myanmar,Pyinoolwin,Mandalay,563.4
196,LF-17185,Luke Foster,Consumer,Myanmar,Pyay,Bago,383.607
197,LF-17185,Luke Foster,Consumer,Myanmar,Magway City,Magway,29.34
198,EB-13750,Edward Becker,Corporate,Myanmar,Aunglan,Magway,1522.638
199,SP-20860,Sung Pak,Corporate,Myanmar,Myeik,Tanintharyi,36.84
200,SP-20860,Sung Pak,Corporate,Myanmar,Myeik,Tanintharyi,6.16
201,SF-20965,Sylvia Foulston,Corporate,Myanmar,Ngwesaung,Ayeyarwady,77.55
202,KL-16645,Ken Lonsdale,Consumer,Myanmar,Yangon,Yangon,98.352
203,GT-14635,Grant Thornton,Corporate,Myanmar,Magway City,Magway,25.344
204,BD-11635,Brian Derr,Consumer,Myanmar,Pyay,Bago,232.4
205,BD-11635,Brian Derr,Consumer,Myanmar,Taungoo,Bago,164.646
206,BD-11635,Brian Derr,Consumer,Myanmar,Magway City,Magway,22.68
207,IL-15100,Ivan Liston,Consumer,Myanmar,Ngwesaung,Ayeyarwady,1268.82
208,IL-15100,Ivan Liston,Consumer,Myanmar,Ngwesaung,Ayeyarwady,283.92
209,IL-15100,Ivan Liston,Consumer,Myanmar,Ngwesaung,Ayeyarwady,5.68
210,KM-16225,Kalyca Meade,Corporate,Myanmar,Pyinoolwin,Mandalay,601.65
211,KM-16225,Kalyca Meade,Corporate,Myanmar,Taungoo,Bago,155.82
212,KM-16225,Kalyca Meade,Corporate,Myanmar,Taungoo,Bago,124.95
213,KM-16225,Kalyca Meade,Corporate,Myanmar,Magway City,Magway,13.96
214,BT-11305,Beth Thompson,Home Office,Myanmar,Pyay,Bago,6.096
215,BS-11590,Brendan Sweed,Corporate,Myanmar,Pyay,Bago,337.98
216,CC-12430,Chuck Clark,Home Office,Myanmar,Pyay,Bago,271.764
217,BT-11305,Beth Thompson,Home Office,Myanmar,Yangon,Yangon,191.82
218,BS-11590,Brendan Sweed,Corporate,Myanmar,Magway City,Magway,8.39
219,SG-20605,Speros Goranitis,Consumer,Myanmar,Myeik,Tanintharyi,1619.91
220,NP-18685,Nora Pelletier,Home Office,Myanmar,Mandalay City,Mandalay,999.98
221,SG-20605,Speros Goranitis,Consumer,Myanmar,Pathein,Ayeyarwady,113.92
222,SG-20605,Speros Goranitis,Consumer,Myanmar,Magway City,Magway,41.86
223,SG-20605,Speros Goranitis,Consumer,Myanmar,Magway City,Magway,6.48
224,EM-14140,Eugene Moren,Home Office,Myanmar,Pathein,Ayeyarwady,587.97
225,EM-14140,Eugene Moren,Home Office,Myanmar,Pathein,Ayeyarwady,119.85
226,EM-14140,Eugene Moren,Home Office,Myanmar,Pathein,Ayeyarwady,69.28
227,EM-14140,Eugene Moren,Home Office,Myanmar,Pathein,Ayeyarwady,30.44
228,RP-19390,Resi Pölking,Consumer,Myanmar,Magway City,Magway,25.92
229,RP-19390,Resi Pölking,Consumer,Myanmar,Magway City,Magway,22.58
230,TN-21040,Tanja Norvell,Home Office,Myanmar,Pyinoolwin,Mandalay,559.93
231,AG-10525,Andy Gerbode,Corporate,Myanmar,Pyay,Bago,481.176
232,AG-10525,Andy Gerbode,Corporate,Myanmar,Pathein,Ayeyarwady,90
233,AG-10525,Andy Gerbode,Corporate,Myanmar,Pathein,Ayeyarwady,70.26
234,MC-17275,Marc Crier,Consumer,Myanmar,Magway City,Magway,27.414
235,MC-17275,Marc Crier,Consumer,Myanmar,Magway City,Magway,13.96
236,AG-10525,Andy Gerbode,Corporate,Myanmar,Magway City,Magway,7.24
237,AG-10525,Andy Gerbode,Corporate,Myanmar,Magway City,Magway,6.096
238,CP-12340,Christine Phan,Corporate,Myanmar,Hlegu,Yangon,1345.485
239,CP-12340,Christine Phan,Corporate,Myanmar,Hlegu,Yangon,16.146
240,MC-18130,Mike Caudle,Corporate,Myanmar,Pathein,Ayeyarwady,26.18
241,MC-18130,Mike Caudle,Corporate,Myanmar,Pathein,Ayeyarwady,7.3
242,JF-15490,Jeremy Farry,Consumer,Myanmar,Pyay,Bago,2.61
243,JF-15490,Jeremy Farry,Consumer,Myanmar,Pyay,Bago,3.96
244,AH-10210,Alan Hwang,Consumer,Myanmar,Pyinoolwin,Mandalay,773.94
245,AH-10210,Alan Hwang,Consumer,Myanmar,Magway City,Magway,21.36
246,AH-10210,Alan Hwang,Consumer,Myanmar,Magway City,Magway,6.688
247,AR-10825,Anthony Rawles,Corporate,Myanmar,Chauk,Magway,19.44
248,NW-18400,Natalie Webber,Consumer,Myanmar,Myeik,Tanintharyi,2799.944
249,DL-12925,Daniel Lacy,Consumer,Myanmar,Dawei,Tanintharyi,377.97
250,DL-12925,Daniel Lacy,Consumer,Myanmar,Dawei,Tanintharyi,123.96
251,DL-12925,Daniel Lacy,Consumer,Myanmar,Dawei,Tanintharyi,43.98
252,NW-18400,Natalie Webber,Consumer,Myanmar,Pyay,Bago,357.93
253,NW-18400,Natalie Webber,Consumer,Myanmar,Taungoo,Bago,127.764
254,NW-18400,Natalie Webber,Consumer,Myanmar,Pathein,Ayeyarwady,79.44
255,AB-10255,Alejandro Ballentine,Home Office,Myanmar,Magway City,Magway,37.94
256,NW-18400,Natalie Webber,Consumer,Myanmar,Magway City,Magway,19.44
257,KD-16495,Keith Dawkins,Corporate,Myanmar,Magway City,Magway,4643.8
258,KD-16495,Keith Dawkins,Corporate,Myanmar,Pyinoolwin,Mandalay,577.764
259,KD-16495,Keith Dawkins,Corporate,Myanmar,Pyinoolwin,Mandalay,549.98
260,KD-16495,Keith Dawkins,Corporate,Myanmar,Magway City,Magway,67.15
261,AC-10450,Amy Cox,Consumer,Myanmar,Magway City,Magway,52.272
262,AC-10450,Amy Cox,Consumer,Myanmar,Magway City,Magway,17.94
263,KD-16495,Keith Dawkins,Corporate,Myanmar,Magway City,Magway,11.82
264,MC-18100,Mick Crebagga,Consumer,Myanmar,Magway City,Magway,17.94
265,MJ-17740,Max Jones,Consumer,Myanmar,Hlegu,Yangon,72.6
266,MJ-17740,Max Jones,Consumer,Myanmar,Hlegu,Yangon,64.2
267,MJ-17740,Max Jones,Consumer,Myanmar,Hlegu,Yangon,38.52
268,NP-18325,Naresj Patel,Consumer,Myanmar,Dawei,Tanintharyi,1217.568
269,NP-18325,Naresj Patel,Consumer,Myanmar,Dawei,Tanintharyi,979.95
270,DS-13180,David Smith,Corporate,Myanmar,Kanbalu,Sagaing,622.45
271,NP-18325,Naresj Patel,Consumer,Myanmar,Pyay,Bago,382.806
272,NP-18325,Naresj Patel,Consumer,Myanmar,Pyay,Bago,307.98
273,NP-18325,Naresj Patel,Consumer,Myanmar,Pyay,Bago,247.8
274,MF-18250,Monica Federle,Corporate,Myanmar,Taungoo,Bago,144.12
275,NP-18325,Naresj Patel,Consumer,Myanmar,Taungoo,Bago,143.7
276,NP-18325,Naresj Patel,Consumer,Myanmar,Magway City,Magway,47.04
277,NP-18325,Naresj Patel,Consumer,Myanmar,Magway City,Magway,41.96
278,DS-13180,David Smith,Corporate,Myanmar,Kanbalu,Sagaing,21.98
279,RA-19885,Ruben Ausman,Corporate,Myanmar,Thanlyin,Yangon,4.608
280,NP-18325,Naresj Patel,Consumer,Myanmar,Magway City,Magway,10.65
281,MF-18250,Monica Federle,Corporate,Myanmar,Magway City,Magway,10.02
282,NP-18325,Naresj Patel,Consumer,Myanmar,Magway City,Magway,6.16
283,DS-13180,David Smith,Corporate,Myanmar,Kanbalu,Sagaing,2.2
284,TB-21250,Tim Brockman,Consumer,Myanmar,Pyinoolwin,Mandalay,631.96
285,FM-14380,Fred McMath,Consumer,Myanmar,Kanbalu,Sagaing,389.97
286,FM-14380,Fred McMath,Consumer,Myanmar,Kanbalu,Sagaing,269.91
287,SC-20575,Sonia Cooley,Consumer,Myanmar,Hlegu,Yangon,37.376
288,SC-20575,Sonia Cooley,Consumer,Myanmar,Hlegu,Yangon,11.214
289,SC-20575,Sonia Cooley,Consumer,Myanmar,Hlegu,Yangon,1.872
290,TB-21250,Tim Brockman,Consumer,Myanmar,Magway City,Magway,23.92
291,Dp-13240,Dean percer,Home Office,Myanmar,Myeik,Tanintharyi,2321.9
292,Dp-13240,Dean percer,Home Office,Myanmar,Magway City,Magway,17.94
293,AG-10765,Anthony Garverick,Home Office,Myanmar,Yamethin,Mandalay,10.74
294,KB-16600,Ken Brennan,Corporate,Myanmar,Pyinoolwin,Mandalay,34.02
295,MM-17920,Michael Moore,Consumer,Myanmar,Dawei,Tanintharyi,1018.104
296,EH-14125,Eugene Hildebrand,Home Office,Myanmar,Myingyan,Magway,142.04
297,EH-14125,Eugene Hildebrand,Home Office,Myanmar,Myingyan,Magway,14.67
298,BD-11320,Bill Donatelli,Consumer,Myanmar,Kanbalu,Sagaing,64.75
299,MC-17575,Matt Collins,Consumer,Myanmar,Yangon,Yangon,353.88
300,BO-11425,Bobby Odegard,Consumer,Myanmar,Magway City,Magway,6.08
301,JD-15790,John Dryer,Consumer,Myanmar,Thanlyin,Yangon,1801.632
302,SC-20695,Steve Chapman,Corporate,Myanmar,Myingyan,Mandalay,714.3
303,KD-16495,Keith Dawkins,Corporate,Myanmar,Monywa,Sagaing,801.96
304,MA-17560,Matt Abelman,Home Office,Myanmar,Pyinoolwin,Mandalay,799.984
305,KD-16495,Keith Dawkins,Corporate,Myanmar,Monywa,Sagaing,191.96
306,MA-17560,Matt Abelman,Home Office,Myanmar,Taungoo,Bago,184.66
307,MA-17560,Matt Abelman,Home Office,Myanmar,Magway City,Magway,41.28
308,MA-17560,Matt Abelman,Home Office,Myanmar,Magway City,Magway,7.31
309,KD-16495,Keith Dawkins,Corporate,Myanmar,Monywa,Sagaing,3.9
310,KD-16495,Keith Dawkins,Corporate,Myanmar,Monywa,Sagaing,2.61
311,SE-20110,Sanjit Engle,Consumer,Myanmar,Pyay,Bago,406.6
312,SE-20110,Sanjit Engle,Consumer,Myanmar,Pathein,Ayeyarwady,85.14
313,SE-20110,Sanjit Engle,Consumer,Myanmar,Magway City,Magway,21.99
314,PR-18880,Patrick Ryan,Consumer,Myanmar,Kawhmu,Yangon,67.36
315,PR-18880,Patrick Ryan,Consumer,Myanmar,Kawhmu,Yangon,54.528
316,JE-15610,Jim Epp,Corporate,Myanmar,Taikkyi,Yangon,1123.92
317,JE-15610,Jim Epp,Corporate,Myanmar,Taikkyi,Yangon,1036.624
318,JE-15610,Jim Epp,Corporate,Myanmar,Taikkyi,Yangon,563.808
319,JE-15610,Jim Epp,Corporate,Myanmar,Taikkyi,Yangon,249.584
320,JE-15610,Jim Epp,Corporate,Myanmar,Taikkyi,Yangon,78.6
321,JE-15610,Jim Epp,Corporate,Myanmar,Taikkyi,Yangon,60.768
322,JE-15610,Jim Epp,Corporate,Myanmar,Taikkyi,Yangon,48.672
323,JE-15610,Jim Epp,Corporate,Myanmar,Taikkyi,Yangon,3.768
324,TS-21370,Todd Sumrall,Corporate,Myanmar,Ngwesaung,Ayeyarwady,716
325,TS-21370,Todd Sumrall,Corporate,Myanmar,Ngwesaung,Ayeyarwady,221.06
326,TS-21370,Todd Sumrall,Corporate,Myanmar,Ngwesaung,Ayeyarwady,199.836
327,SC-20380,Shahid Collister,Consumer,Myanmar,Yangon,Yangon,29.97
328,SC-20380,Shahid Collister,Consumer,Myanmar,Yangon,Yangon,98.352
